epoch,loss,accuracy
1151,0.094475,1.000000
1152,0.094468,1.000000
1153,0.094635,1.000000
1154,0.094358,1.000000
1155,0.094346,1.000000
1156,0.094275,1.000000
1157,0.094310,1.000000
1158,0.094231,1.000000
1159,0.094216,1.000000
1160,0.094318,1.000000
1161,0.094188,1.000000
1162,0.094154,1.000000
1163,0.094067,1.000000
1164,0.093958,1.000000
1165,0.094041,1.000000
1166,0.093905,1.000000
1167,0.094007,1.000000
1168,0.093825,1.000000
1169,0.093867,1.000000
1170,0.093726,1.000000
1171,0.093696,1.000000
1172,0.093929,1.000000
1173,0.093625,1.000000
1174,0.093789,1.000000
1175,0.093578,1.000000
1176,0.093699,1.000000
1177,0.093525,1.000000
1178,0.093470,1.000000
1179,0.093519,1.000000
1180,0.093409,1.000000
1181,0.093381,1.000000
1182,0.093341,1.000000
1183,0.093293,1.000000
1184,0.093243,1.000000
1185,0.093212,1.000000
1186,0.093387,1.000000
1187,0.093156,1.000000
1188,0.093109,1.000000
1189,0.093093,1.000000
1190,0.093221,1.000000
1191,0.093017,1.000000
1192,0.093115,1.000000
1193,0.093051,1.000000
1194,0.093037,1.000000
1195,0.092894,1.000000
1196,0.092919,1.000000
1197,0.092842,1.000000
1198,0.092863,1.000000
1199,0.092801,1.000000
1200,0.092857,1.000000
1201,0.093179,1.000000
1202,0.092784,1.000000
1203,0.092639,1.000000
1204,0.092623,1.000000
1205,0.092591,1.000000
1206,0.092704,1.000000
1207,0.092567,1.000000
1208,0.092503,1.000000
1209,0.092425,1.000000
1210,0.092511,1.000000
1211,0.092473,1.000000
1212,0.092347,1.000000
1213,0.092297,1.000000
1214,0.092411,1.000000
1215,0.092246,1.000000
1216,0.092251,1.000000
1217,0.092213,1.000000
1218,0.092217,1.000000
1219,0.092209,1.000000
1220,0.092147,1.000000
1221,0.092089,1.000000
1222,0.092138,1.000000
1223,0.092024,1.000000
1224,0.092209,1.000000
1225,0.091956,1.000000
1226,0.091906,1.000000
1227,0.091959,1.000000
1228,0.091908,1.000000
1229,0.091925,1.000000
1230,0.091945,1.000000
1231,0.091714,1.000000
1232,0.091751,1.000000
1233,0.091709,1.000000
1234,0.091709,1.000000
1235,0.091773,1.000000
1236,0.091658,1.000000
1237,0.091777,1.000000
1238,0.091695,1.000000
1239,0.091718,1.000000
1240,0.091581,1.000000
1241,0.091478,1.000000
1242,0.091492,1.000000
1243,0.091511,1.000000
1244,0.091436,1.000000
1245,0.091529,1.000000
1246,0.091408,1.000000
1247,0.091363,1.000000
1248,0.091452,1.000000
1249,0.091373,1.000000
1250,0.091227,1.000000
1251,0.091230,1.000000
1252,0.091172,1.000000
1253,0.091105,1.000000
1254,0.091272,1.000000
1255,0.091155,1.000000
1256,0.091069,1.000000
1257,0.091055,1.000000
1258,0.091094,1.000000
1259,0.090948,1.000000
1260,0.090935,1.000000
1261,0.091061,1.000000
1262,0.090977,1.000000
1263,0.090894,1.000000
1264,0.090883,1.000000
1265,0.090835,1.000000
1266,0.090796,1.000000
1267,0.090816,1.000000
1268,0.090721,1.000000
1269,0.090703,1.000000
1270,0.090679,1.000000
1271,0.090650,1.000000
1272,0.090583,1.000000
1273,0.090643,1.000000
1274,0.090608,1.000000
1275,0.090499,1.000000
1276,0.090538,1.000000
1277,0.090616,1.000000
1278,0.090597,1.000000
1279,0.090608,1.000000
1280,0.090321,1.000000
1281,0.090356,1.000000
1282,0.090325,1.000000
1283,0.090429,1.000000
1284,0.090238,1.000000
1285,0.090249,1.000000
1286,0.090289,1.000000
1287,0.090428,1.000000
1288,0.090204,1.000000
1289,0.090132,1.000000
1290,0.090257,1.000000
1291,0.090229,1.000000
1292,0.090123,1.000000
1293,0.090143,1.000000
1294,0.090012,1.000000
1295,0.090116,1.000000
1296,0.090059,1.000000
1297,0.090013,1.000000
1298,0.089894,1.000000
1299,0.090052,1.000000
1300,0.089958,1.000000
1301,0.089851,1.000000
1302,0.089987,1.000000
1303,0.089957,1.000000
1304,0.089827,1.000000
1305,0.089761,1.000000
1306,0.089794,1.000000
1307,0.089788,1.000000
1308,0.089667,1.000000
1309,0.089724,1.000000
1310,0.089703,1.000000
1311,0.089724,1.000000
1312,0.089653,1.000000
1313,0.089576,1.000000
1314,0.089561,1.000000
1315,0.089516,1.000000
1316,0.089450,1.000000
1317,0.089583,1.000000
1318,0.089666,1.000000
1319,0.089418,1.000000
1320,0.089463,1.000000
1321,0.089424,1.000000
1322,0.089411,1.000000
1323,0.089369,1.000000
1324,0.089314,1.000000
1325,0.089311,1.000000
1326,0.089270,1.000000
1327,0.089291,1.000000
1328,0.089233,1.000000
1329,0.089161,1.000000
1330,0.089228,1.000000
1331,0.089192,1.000000
1332,0.089189,1.000000
1333,0.089238,1.000000
1334,0.089055,1.000000
1335,0.089205,1.000000
1336,0.089034,1.000000
1337,0.089141,1.000000
1338,0.089076,1.000000
1339,0.088973,1.000000
1340,0.088981,1.000000
1341,0.088908,1.000000
1342,0.088975,1.000000
1343,0.088890,1.000000
1344,0.088837,1.000000
1345,0.088948,1.000000
1346,0.088847,1.000000
1347,0.088830,1.000000
1348,0.088925,1.000000
1349,0.088727,1.000000
1350,0.088721,1.000000
1351,0.088854,1.000000
1352,0.088740,1.000000
1353,0.088694,1.000000
1354,0.088658,1.000000
1355,0.088631,1.000000
1356,0.088580,1.000000
1357,0.088555,1.000000
1358,0.088623,1.000000
1359,0.088532,1.000000
1360,0.088528,1.000000
1361,0.088530,1.000000
1362,0.088501,1.000000
1363,0.088398,1.000000
1364,0.088504,1.000000
1365,0.088470,1.000000
1366,0.088365,1.000000
1367,0.088367,1.000000
1368,0.088391,1.000000
1369,0.088356,1.000000
1370,0.088267,1.000000
1371,0.088312,1.000000
1372,0.088223,1.000000
1373,0.088210,1.000000
1374,0.088201,1.000000
1375,0.088149,1.000000
1376,0.088133,1.000000
1377,0.088125,1.000000
1378,0.088129,1.000000
1379,0.088111,1.000000
1380,0.088212,1.000000
1381,0.088120,1.000000
1382,0.088075,1.000000
1383,0.088052,1.000000
1384,0.088006,1.000000
1385,0.088106,1.000000
1386,0.088080,1.000000
1387,0.087993,1.000000
1388,0.088027,1.000000
1389,0.088032,1.000000
1390,0.087849,1.000000
1391,0.087846,1.000000
1392,0.087914,1.000000
1393,0.087807,1.000000
1394,0.087788,1.000000
1395,0.087814,1.000000
1396,0.087776,1.000000
1397,0.087755,1.000000
1398,0.087775,1.000000
1399,0.087719,1.000000
1400,0.087681,1.000000
1401,0.087778,1.000000
1402,0.087657,1.000000
1403,0.087684,1.000000
1404,0.087653,1.000000
1405,0.087815,1.000000
1406,0.087632,1.000000
1407,0.087553,1.000000
1408,0.087810,1.000000
1409,0.087473,1.000000
1410,0.087524,1.000000
1411,0.087521,1.000000
1412,0.087493,1.000000
1413,0.087419,1.000000
1414,0.087448,1.000000
1415,0.087373,1.000000
1416,0.087491,1.000000
1417,0.087420,1.000000
1418,0.087454,1.000000
1419,0.087362,1.000000
1420,0.087389,1.000000
1421,0.087314,1.000000
1422,0.087258,1.000000
1423,0.087211,1.000000
1424,0.087283,1.000000
1425,0.087189,1.000000
1426,0.087282,1.000000
1427,0.087170,1.000000
1428,0.087169,1.000000
1429,0.087188,1.000000
1430,0.087234,1.000000
1431,0.087101,1.000000
1432,0.087081,1.000000
1433,0.087175,1.000000
1434,0.087088,1.000000
1435,0.087047,1.000000
1436,0.086971,1.000000
1437,0.086945,1.000000
1438,0.086974,1.000000
1439,0.086959,1.000000
1440,0.086998,1.000000
1441,0.086866,1.000000
1442,0.086904,1.000000
1443,0.086884,1.000000
1444,0.086878,1.000000
1445,0.086921,1.000000
1446,0.086911,1.000000
1447,0.086754,1.000000
1448,0.086810,1.000000
1449,0.086942,1.000000
1450,0.086788,1.000000
1451,0.086733,1.000000
1452,0.086772,1.000000
1453,0.086793,1.000000
1454,0.086662,1.000000
1455,0.086759,1.000000
1456,0.086706,1.000000
1457,0.086618,1.000000
1458,0.086689,1.000000
1459,0.086652,1.000000
1460,0.086596,1.000000
1461,0.086580,1.000000
1462,0.086552,1.000000
1463,0.086573,1.000000
1464,0.086499,1.000000
1465,0.086451,1.000000
1466,0.086484,1.000000
1467,0.086535,1.000000
1468,0.086405,1.000000
1469,0.086501,1.000000
1470,0.086419,1.000000
1471,0.086343,1.000000
1472,0.086550,1.000000
1473,0.086413,1.000000
1474,0.086316,1.000000
1475,0.086424,1.000000
1476,0.086255,1.000000
1477,0.086317,1.000000
1478,0.086344,1.000000
1479,0.086252,1.000000
1480,0.086325,1.000000
1481,0.086275,1.000000
1482,0.086281,1.000000
1483,0.086180,1.000000
1484,0.086138,1.000000
1485,0.086125,1.000000
1486,0.086331,1.000000
1487,0.086178,1.000000
1488,0.086126,1.000000
1489,0.086140,1.000000
1490,0.086031,1.000000
1491,0.086149,1.000000
1492,0.086018,1.000000
1493,0.086058,1.000000
1494,0.086042,1.000000
1495,0.086055,1.000000
1496,0.085986,1.000000
1497,0.086057,1.000000
1498,0.085954,1.000000
1499,0.085966,1.000000
1500,0.086052,1.000000
1501,0.085990,1.000000
1502,0.085919,1.000000
1503,0.085912,1.000000
1504,0.085914,1.000000
1505,0.085931,1.000000
1506,0.085841,1.000000
1507,0.085821,1.000000
1508,0.085797,1.000000
1509,0.085770,1.000000
1510,0.085724,1.000000
1511,0.085847,1.000000
1512,0.085747,1.000000
1513,0.085834,1.000000
1514,0.085666,1.000000
1515,0.085731,1.000000
1516,0.085650,1.000000
1517,0.085610,1.000000
1518,0.085748,1.000000
1519,0.085644,1.000000
1520,0.085597,1.000000
1521,0.085553,1.000000
1522,0.085635,1.000000
1523,0.085566,1.000000
1524,0.085516,1.000000
1525,0.085577,1.000000
1526,0.085484,1.000000
1527,0.085487,1.000000
1528,0.085544,1.000000
1529,0.085524,1.000000
1530,0.085483,1.000000
1531,0.085486,1.000000
1532,0.085510,1.000000
1533,0.085454,1.000000
1534,0.085408,1.000000
1535,0.085379,1.000000
1536,0.085384,1.000000
1537,0.085389,1.000000
1538,0.085311,1.000000
1539,0.085378,1.000000
1540,0.085263,1.000000
1541,0.085311,1.000000
1542,0.085241,1.000000
1543,0.085211,1.000000
1544,0.085214,1.000000
1545,0.085180,1.000000
1546,0.085238,1.000000
1547,0.085172,1.000000
1548,0.085200,1.000000
1549,0.085191,1.000000
1550,0.085120,1.000000
1551,0.085206,1.000000
1552,0.085256,1.000000
1553,0.085106,1.000000
1554,0.085258,1.000000
1555,0.085121,1.000000
1556,0.085233,1.000000
1557,0.085010,1.000000
1558,0.085141,1.000000
1559,0.085082,1.000000
1560,0.085038,1.000000
1561,0.085040,1.000000
1562,0.085050,1.000000
1563,0.084983,1.000000
1564,0.084946,1.000000
1565,0.085012,1.000000
1566,0.085033,1.000000
1567,0.084901,1.000000
1568,0.084941,1.000000
1569,0.084962,1.000000
1570,0.084887,1.000000
1571,0.084809,1.000000
1572,0.084803,1.000000
1573,0.084841,1.000000
1574,0.084816,1.000000
1575,0.084790,1.000000
1576,0.084931,1.000000
1577,0.084798,1.000000
1578,0.084772,1.000000
1579,0.084768,1.000000
1580,0.084707,1.000000
1581,0.084726,1.000000
1582,0.084755,1.000000
1583,0.084673,1.000000
1584,0.084689,1.000000
1585,0.084679,1.000000
1586,0.084694,1.000000
1587,0.084741,1.000000
1588,0.084660,1.000000
1589,0.084625,1.000000
1590,0.084661,1.000000
1591,0.084662,1.000000
1592,0.084724,1.000000
1593,0.084552,1.000000
1594,0.084521,1.000000
1595,0.084488,1.000000
1596,0.084641,1.000000
1597,0.084517,1.000000
1598,0.084569,1.000000
1599,0.084531,1.000000
1600,0.084463,1.000000
1601,0.084854,1.000000
1602,0.084461,1.000000
1603,0.084412,1.000000
1604,0.084434,1.000000
1605,0.084453,1.000000
1606,0.084342,1.000000
1607,0.084417,1.000000
1608,0.084427,1.000000
1609,0.084274,1.000000
1610,0.084268,1.000000
1611,0.084311,1.000000
1612,0.084270,1.000000
1613,0.084340,1.000000
1614,0.084230,1.000000
1615,0.084210,1.000000
1616,0.084207,1.000000
1617,0.084204,1.000000
1618,0.084167,1.000000
1619,0.084171,1.000000
1620,0.084209,1.000000
1621,0.084367,1.000000
1622,0.084232,1.000000
1623,0.084216,1.000000
1624,0.084170,1.000000
1625,0.084106,1.000000
1626,0.084106,1.000000
1627,0.084070,1.000000
1628,0.084075,1.000000
1629,0.084091,1.000000
1630,0.084029,1.000000
1631,0.084063,1.000000
1632,0.083995,1.000000
1633,0.084045,1.000000
1634,0.084024,1.000000
1635,0.083997,1.000000
1636,0.083991,1.000000
1637,0.083987,1.000000
1638,0.083965,1.000000
1639,0.084082,1.000000
1640,0.083924,1.000000
1641,0.083902,1.000000
1642,0.083948,1.000000
1643,0.083971,1.000000
1644,0.083907,1.000000
1645,0.083835,1.000000
1646,0.083863,1.000000
1647,0.083941,1.000000
1648,0.083810,1.000000
1649,0.083793,1.000000
1650,0.083823,1.000000
1651,0.083754,1.000000
1652,0.083810,1.000000
1653,0.083750,1.000000
1654,0.083733,1.000000
1655,0.083791,1.000000
1656,0.083886,1.000000
1657,0.083792,1.000000
1658,0.083745,1.000000
1659,0.083865,1.000000
1660,0.083644,1.000000
1661,0.083809,1.000000
1662,0.083609,1.000000
1663,0.083741,1.000000
1664,0.083614,1.000000
1665,0.083649,1.000000
1666,0.083646,1.000000
1667,0.083670,1.000000
1668,0.083581,1.000000
1669,0.083690,1.000000
1670,0.083592,1.000000
1671,0.083548,1.000000
1672,0.083609,1.000000
1673,0.083541,1.000000
1674,0.083619,1.000000
1675,0.083468,1.000000
1676,0.083515,1.000000
1677,0.083477,1.000000
1678,0.083449,1.000000
1679,0.083513,1.000000
1680,0.083486,1.000000
1681,0.083442,1.000000
1682,0.083415,1.000000
1683,0.083396,1.000000
1684,0.083406,1.000000
1685,0.083353,1.000000
1686,0.083380,1.000000
1687,0.083717,1.000000
1688,0.083479,1.000000
1689,0.083319,1.000000
1690,0.083399,1.000000
1691,0.083363,1.000000
1692,0.083285,1.000000
1693,0.083293,1.000000
1694,0.083317,1.000000
1695,0.083439,1.000000
1696,0.083307,1.000000
1697,0.083280,1.000000
1698,0.083303,1.000000
1699,0.083237,1.000000
1700,0.083239,1.000000
1701,0.083280,1.000000
1702,0.083190,1.000000
1703,0.083240,1.000000
1704,0.083165,1.000000
1705,0.083227,1.000000
1706,0.083186,1.000000
1707,0.083242,1.000000
1708,0.083350,1.000000
1709,0.083167,1.000000
1710,0.083094,1.000000
1711,0.083107,1.000000
1712,0.083142,1.000000
1713,0.083123,1.000000
1714,0.083123,1.000000
1715,0.083217,1.000000
1716,0.083078,1.000000
1717,0.083141,1.000000
1718,0.083025,1.000000
1719,0.083033,1.000000
1720,0.083102,1.000000
1721,0.083026,1.000000
1722,0.082997,1.000000
1723,0.082926,1.000000
1724,0.082953,1.000000
1725,0.082943,1.000000
1726,0.082939,1.000000
1727,0.082949,1.000000
1728,0.082927,1.000000
1729,0.082924,1.000000
1730,0.082892,1.000000
1731,0.082972,1.000000
1732,0.082899,1.000000
1733,0.082842,1.000000
1734,0.082931,1.000000
1735,0.082827,1.000000
1736,0.082966,1.000000
1737,0.082899,1.000000
1738,0.082829,1.000000
1739,0.082832,1.000000
1740,0.082791,1.000000
1741,0.082767,1.000000
1742,0.082745,1.000000
1743,0.082730,1.000000
1744,0.082770,1.000000
1745,0.082714,1.000000
1746,0.082718,1.000000
1747,0.082674,1.000000
1748,0.082697,1.000000
1749,0.082711,1.000000
1750,0.082863,1.000000
1751,0.082710,1.000000
1752,0.082737,1.000000
1753,0.082670,1.000000
1754,0.082657,1.000000
1755,0.082651,1.000000
1756,0.082759,1.000000
1757,0.082678,1.000000
1758,0.082665,1.000000
1759,0.082558,1.000000
1760,0.082584,1.000000
1761,0.082570,1.000000
1762,0.082550,1.000000
1763,0.082566,1.000000
1764,0.082544,1.000000
1765,0.082650,1.000000
1766,0.082559,1.000000
1767,0.082569,1.000000
1768,0.082523,1.000000
1769,0.082548,1.000000
1770,0.082513,1.000000
1771,0.082504,1.000000
1772,0.082438,1.000000
1773,0.082462,1.000000
1774,0.082446,1.000000
1775,0.082491,1.000000
1776,0.082450,1.000000
1777,0.082466,1.000000
1778,0.082416,1.000000
1779,0.082498,1.000000
1780,0.082397,1.000000
1781,0.082368,1.000000
1782,0.082472,1.000000
1783,0.082485,1.000000
1784,0.082365,1.000000
1785,0.082358,1.000000
1786,0.082349,1.000000
1787,0.082429,1.000000
1788,0.082334,1.000000
1789,0.082339,1.000000
1790,0.082486,1.000000
1791,0.082269,1.000000
1792,0.082301,1.000000
1793,0.082339,1.000000
1794,0.082273,1.000000
1795,0.082253,1.000000
1796,0.082229,1.000000
1797,0.082356,1.000000
1798,0.082232,1.000000
1799,0.082223,1.000000
1800,0.082183,1.000000
1801,0.082252,1.000000
1802,0.082232,1.000000
1803,0.082280,1.000000
1804,0.082380,1.000000
1805,0.082168,1.000000
1806,0.082223,1.000000
1807,0.082229,1.000000
1808,0.082174,1.000000
1809,0.082232,1.000000
1810,0.082189,1.000000
1811,0.082205,1.000000
1812,0.082090,1.000000
1813,0.082065,1.000000
1814,0.082310,1.000000
1815,0.082167,1.000000
1816,0.082075,1.000000
1817,0.082124,1.000000
1818,0.082159,1.000000
1819,0.082060,1.000000
1820,0.082026,1.000000
1821,0.082096,1.000000
1822,0.082062,1.000000
1823,0.082057,1.000000
1824,0.081984,1.000000
1825,0.082011,1.000000
1826,0.082011,1.000000
1827,0.082008,1.000000
1828,0.081987,1.000000
1829,0.081949,1.000000
1830,0.082001,1.000000
1831,0.081947,1.000000
1832,0.082078,1.000000
1833,0.081973,1.000000
1834,0.081987,1.000000
1835,0.081879,1.000000
1836,0.081931,1.000000
1837,0.081987,1.000000
1838,0.081862,1.000000
1839,0.081875,1.000000
1840,0.081902,1.000000
1841,0.081885,1.000000
1842,0.081813,1.000000
1843,0.082038,1.000000
1844,0.081851,1.000000
1845,0.081837,1.000000
1846,0.081847,1.000000
1847,0.081828,1.000000
1848,0.081777,1.000000
1849,0.081814,1.000000
1850,0.082064,1.000000
1851,0.081776,1.000000
1852,0.081872,1.000000
1853,0.081850,1.000000
1854,0.081726,1.000000
1855,0.081757,1.000000
1856,0.081762,1.000000
1857,0.081731,1.000000
1858,0.081682,1.000000
1859,0.081814,1.000000
1860,0.081769,1.000000
1861,0.081668,1.000000
1862,0.081657,1.000000
1863,0.081726,1.000000
1864,0.081705,1.000000
1865,0.081640,1.000000
1866,0.081694,1.000000
1867,0.081635,1.000000
1868,0.081639,1.000000
1869,0.081634,1.000000
1870,0.081652,1.000000
1871,0.081636,1.000000
1872,0.081641,1.000000
1873,0.081560,1.000000
1874,0.081625,1.000000
1875,0.081613,1.000000
1876,0.081594,1.000000
1877,0.081604,1.000000
1878,0.081575,1.000000
1879,0.081613,1.000000
1880,0.081568,1.000000
1881,0.081671,1.000000
1882,0.081501,1.000000
1883,0.081520,1.000000
1884,0.081498,1.000000
1885,0.081556,1.000000
1886,0.081465,1.000000
1887,0.081505,1.000000
1888,0.081519,1.000000
1889,0.081473,1.000000
1890,0.081627,1.000000
1891,0.081621,1.000000
1892,0.081478,1.000000
1893,0.081411,1.000000
1894,0.081465,1.000000
1895,0.081405,1.000000
1896,0.081410,1.000000
1897,0.081521,1.000000
1898,0.081418,1.000000
1899,0.081458,1.000000
1900,0.081512,1.000000
1901,0.081385,1.000000
1902,0.081428,1.000000
1903,0.081374,1.000000
1904,0.081379,1.000000
1905,0.081373,1.000000
1906,0.081343,1.000000
1907,0.081344,1.000000
1908,0.081385,1.000000
1909,0.081403,1.000000
1910,0.081362,1.000000
1911,0.081395,1.000000
1912,0.081309,1.000000
1913,0.081349,1.000000
1914,0.081311,1.000000
1915,0.081380,1.000000
1916,0.081317,1.000000
1917,0.081252,1.000000
1918,0.081364,1.000000
1919,0.081258,1.000000
1920,0.081321,1.000000
1921,0.081253,1.000000
1922,0.081269,1.000000
1923,0.081250,1.000000
1924,0.081270,1.000000
1925,0.081223,1.000000
1926,0.081389,1.000000
1927,0.081208,1.000000
1928,0.081174,1.000000
1929,0.081152,1.000000
1930,0.081211,1.000000
1931,0.081161,1.000000
1932,0.081180,1.000000
1933,0.081168,1.000000
1934,0.081123,1.000000
1935,0.081124,1.000000
1936,0.081168,1.000000
1937,0.081128,1.000000
1938,0.081206,1.000000
1939,0.081128,1.000000
1940,0.081225,1.000000
1941,0.081163,1.000000
1942,0.081095,1.000000
1943,0.081093,1.000000
1944,0.081131,1.000000
1945,0.081113,1.000000
1946,0.081112,1.000000
1947,0.081108,1.000000
1948,0.081125,1.000000
1949,0.081045,1.000000
1950,0.081050,1.000000
1951,0.081155,1.000000
1952,0.081034,1.000000
1953,0.081066,1.000000
1954,0.081045,1.000000
1955,0.081046,1.000000
1956,0.080984,1.000000
1957,0.080997,1.000000
1958,0.081060,1.000000
1959,0.081026,1.000000
1960,0.081113,1.000000
1961,0.081010,1.000000
1962,0.081037,1.000000
1963,0.081014,1.000000
1964,0.080979,1.000000
1965,0.081008,1.000000
1966,0.081109,1.000000
1967,0.081020,1.000000
1968,0.080928,1.000000
1969,0.080999,1.000000
1970,0.080981,1.000000
1971,0.080965,1.000000
1972,0.081045,1.000000
1973,0.080918,1.000000
1974,0.080907,1.000000
1975,0.081051,1.000000
1976,0.080908,1.000000
1977,0.080900,1.000000
1978,0.080945,1.000000
1979,0.080887,1.000000
1980,0.080860,1.000000
1981,0.080948,1.000000
1982,0.080894,1.000000
1983,0.080866,1.000000
1984,0.080897,1.000000
1985,0.080841,1.000000
1986,0.080854,1.000000
1987,0.080830,1.000000
1988,0.080866,1.000000
1989,0.080849,1.000000
1990,0.080906,1.000000
1991,0.080819,1.000000
1992,0.080866,1.000000
1993,0.080781,1.000000
1994,0.080802,1.000000
1995,0.080839,1.000000
1996,0.080871,1.000000
1997,0.080773,1.000000
1998,0.080775,1.000000
1999,0.080971,1.000000
2000,0.080843,1.000000
2001,0.080740,1.000000
2002,0.080748,1.000000
2003,0.080734,1.000000
2004,0.080754,1.000000
2005,0.080695,1.000000
2006,0.080704,1.000000
2007,0.080779,1.000000
2008,0.080752,1.000000
2009,0.080713,1.000000
2010,0.080684,1.000000
2011,0.080703,1.000000
2012,0.080728,1.000000
2013,0.080680,1.000000
2014,0.080707,1.000000
2015,0.080689,1.000000
2016,0.080741,1.000000
2017,0.080663,1.000000
2018,0.080670,1.000000
2019,0.080748,1.000000
2020,0.080715,1.000000
2021,0.080713,1.000000
2022,0.080675,1.000000
2023,0.080723,1.000000
2024,0.080735,1.000000
2025,0.080712,1.000000
2026,0.080603,1.000000
2027,0.080663,1.000000
2028,0.080606,1.000000
2029,0.080614,1.000000
2030,0.080657,1.000000
2031,0.080666,1.000000
2032,0.080620,1.000000
2033,0.080595,1.000000
2034,0.080672,1.000000
2035,0.080552,1.000000
2036,0.080535,1.000000
2037,0.080546,1.000000
2038,0.080604,1.000000
2039,0.080582,1.000000
2040,0.080537,1.000000
2041,0.080578,1.000000
2042,0.080510,1.000000
2043,0.080644,1.000000
2044,0.080597,1.000000
2045,0.080634,1.000000
2046,0.080561,1.000000
2047,0.080563,1.000000
2048,0.080585,1.000000
2049,0.080539,1.000000
2050,0.080541,1.000000
2051,0.080597,1.000000
2052,0.080571,1.000000
2053,0.080463,1.000000
2054,0.080498,1.000000
2055,0.080540,1.000000
2056,0.080526,1.000000
2057,0.080477,1.000000
2058,0.080462,1.000000
2059,0.080484,1.000000
2060,0.080509,1.000000
2061,0.080488,1.000000
2062,0.080513,1.000000
2063,0.080469,1.000000
2064,0.080505,1.000000
2065,0.080428,1.000000
2066,0.080531,1.000000
2067,0.080422,1.000000
2068,0.080455,1.000000
2069,0.080424,1.000000
2070,0.080403,1.000000
2071,0.080413,1.000000
2072,0.080433,1.000000
2073,0.080407,1.000000
2074,0.080406,1.000000
2075,0.080443,1.000000
2076,0.080407,1.000000
2077,0.080415,1.000000
2078,0.080366,1.000000
2079,0.080421,1.000000
2080,0.080433,1.000000
2081,0.080379,1.000000
2082,0.080368,1.000000
2083,0.080422,1.000000
2084,0.080393,1.000000
2085,0.080333,1.000000
2086,0.080468,1.000000
2087,0.080325,1.000000
2088,0.080383,1.000000
2089,0.080339,1.000000
2090,0.080332,1.000000
2091,0.080336,1.000000
2092,0.080287,1.000000
2093,0.080458,1.000000
2094,0.080344,1.000000
2095,0.080283,1.000000
2096,0.080261,1.000000
2097,0.080406,1.000000
2098,0.080448,1.000000
2099,0.080294,1.000000
2100,0.080313,1.000000
2101,0.080364,1.000000
2102,0.080262,1.000000
2103,0.080303,1.000000
2104,0.080289,1.000000
2105,0.080319,1.000000
2106,0.080235,1.000000
2107,0.080287,1.000000
2108,0.080228,1.000000
2109,0.080232,1.000000
2110,0.080300,1.000000
2111,0.080276,1.000000
2112,0.080316,1.000000
2113,0.080236,1.000000
2114,0.080213,1.000000
2115,0.080242,1.000000
2116,0.080276,1.000000
2117,0.080193,1.000000
2118,0.080228,1.000000
2119,0.080259,1.000000
2120,0.080263,1.000000
2121,0.080265,1.000000
2122,0.080198,1.000000
2123,0.080223,1.000000
2124,0.080265,1.000000
2125,0.080151,1.000000
2126,0.080193,1.000000
2127,0.080155,1.000000
2128,0.080140,1.000000
2129,0.080189,1.000000
2130,0.080237,1.000000
2131,0.080185,1.000000
2132,0.080208,1.000000
2133,0.080166,1.000000
2134,0.080176,1.000000
2135,0.080163,1.000000
2136,0.080224,1.000000
2137,0.080143,1.000000
2138,0.080195,1.000000
2139,0.080160,1.000000
2140,0.080131,1.000000
2141,0.080115,1.000000
2142,0.080187,1.000000
2143,0.080169,1.000000
2144,0.080113,1.000000
2145,0.080231,1.000000
2146,0.080079,1.000000
2147,0.080079,1.000000
2148,0.080093,1.000000
2149,0.080063,1.000000
2150,0.080254,1.000000
2151,0.080121,1.000000
2152,0.080118,1.000000
2153,0.080099,1.000000
2154,0.080184,1.000000
2155,0.080129,1.000000
2156,0.080070,1.000000
2157,0.080060,1.000000
2158,0.080065,1.000000
2159,0.080038,1.000000
2160,0.080036,1.000000
2161,0.080050,1.000000
2162,0.080030,1.000000
2163,0.080045,1.000000
2164,0.080118,1.000000
2165,0.080035,1.000000
2166,0.080075,1.000000
2167,0.080093,1.000000
2168,0.080029,1.000000
2169,0.080043,1.000000
2170,0.080058,1.000000
2171,0.080007,1.000000
2172,0.080023,1.000000
2173,0.080061,1.000000
2174,0.080015,1.000000
2175,0.080050,1.000000
2176,0.080057,1.000000
2177,0.080005,1.000000
2178,0.080045,1.000000
2179,0.080086,1.000000
2180,0.080037,1.000000
2181,0.079948,1.000000
2182,0.079976,1.000000
2183,0.080072,1.000000
2184,0.080035,1.000000
2185,0.079978,1.000000
2186,0.079974,1.000000
2187,0.079994,1.000000
2188,0.079986,1.000000
2189,0.080020,1.000000
2190,0.080034,1.000000
2191,0.080049,1.000000
2192,0.080006,1.000000
2193,0.079947,1.000000
2194,0.079941,1.000000
2195,0.080007,1.000000
2196,0.080037,1.000000
2197,0.079968,1.000000
2198,0.079918,1.000000
2199,0.079898,1.000000
2200,0.079910,1.000000
2201,0.079934,1.000000
2202,0.079909,1.000000
2203,0.079941,1.000000
2204,0.079964,1.000000
2205,0.079926,1.000000
2206,0.079946,1.000000
2207,0.079887,1.000000
2208,0.079965,1.000000
2209,0.079929,1.000000
2210,0.079914,1.000000
2211,0.079890,1.000000
2212,0.079910,1.000000
2213,0.079957,1.000000
2214,0.079854,1.000000
2215,0.079930,1.000000
2216,0.079877,1.000000
2217,0.079915,1.000000
2218,0.079963,1.000000
2219,0.080029,1.000000
2220,0.079883,1.000000
2221,0.079844,1.000000
2222,0.079854,1.000000
2223,0.079843,1.000000
2224,0.079831,1.000000
2225,0.079850,1.000000
2226,0.079869,1.000000
